Pass,SpreadModel,TimeFrame,LookBack,RegressionLookBack,ZScoreOpen,ZScoreClose,AddZStep,MaxAddCount,AddLotStep,BaseLots,MinBasketProfit,ExtremeZThreshold,NetProfit,Sharpe,ProfitFactor,MaxAccountProfit,MaxAccountLoss,WorstBasketLoss,MaxEquityDrawdown,MaxEquityDrawdownPct,LongestBasketHoldHours,AvgBasketHoldHours,MaxExtremeZHours,AvgExtremeZHours,BasketCountObserved,ExtremeZEpisodeCount,ActiveBasketAgeHoursAtEnd,Score
9,OLS_LOG_RESIDUAL,M30,60,60,1.5,0,1.5,7,0.00,0.01,1,3,564.08,1.573604,1.261002,626.23,92.80,241.25,252.18,2.4290,1424.5825,63.5472,2.9392,0.0254,79,3222,195.9225,67.650694
41,OLS_LOG_RESIDUAL,M30,60,60,1.5,0,1.0,7,0.02,0.01,1,3,1427.18,0.939657,1.195074,1786.33,609.28,1169.56,1196.09,10.9814,1424.5803,59.5997,2.9392,0.0254,84,3222,195.9225,34.695678
101,OLS_LOG_RESIDUAL,M30,60,60,2.5,0,2.0,7,0.04,0.01,1,3,-1715.71,-0.481585,0.615635,442.85,4579.44,5016.50,5022.29,48.0931,1424.4642,98.0343,2.9392,0.0254,47,3222,992.3572,-115.415197
72,OLS_LOG_RESIDUAL,M15,60,60,1.5,0,3.0,7,0.02,0.01,1,3,155.95,0.169100,1.060234,313.28,980.19,982.77,984.88,9.8442,3079.4883,59.7287,1.2067,0.0213,88,5679,1542.5550,0.013632
10,OLS_LOG_RESIDUAL,M15,60,60,2.0,0,1.5,7,0.00,0.01,1,3,714.30,1.083200,1.239021,731.98,470.25,549.76,556.23,5.5149,1424.6997,38.6980,1.2067,0.0213,125,5679,30.3556,44.479229
42,OLS_LOG_RESIDUAL,M15,60,60,2.0,0,1.0,7,0.02,0.01,1,3,2617.32,0.469225,1.182688,2687.87,3934.18,4410.70,4417.17,42.1365,1424.6972,38.2168,1.2067,0.0213,126,5679,30.3556,11.781085
102,OLS_LOG_RESIDUAL,M15,60,60,3.0,0,2.0,7,0.04,0.01,1,3,1691.15,1.772040,1.362868,1712.20,173.75,760.27,770.91,6.8892,1128.1164,41.9288,1.2067,0.0213,95,5679,30.1889,283.374595
73,OLS_LOG_RESIDUAL,M30,60,60,1.5,0,3.0,7,0.02,0.01,1,3,500.70,1.266248,1.237371,541.87,92.80,287.05,290.47,2.8030,1424.5825,69.0850,2.9392,0.0254,74,3222,195.9225,41.612937
11,OLS_LOG_RESIDUAL,M30,60,60,2.0,0,1.5,7,0.00,0.01,1,3,212.95,0.463328,1.118556,462.25,108.37,446.95,452.56,4.3256,1532.6219,108.3637,2.9392,0.0254,46,3222,1532.6219,0.320490
103,OLS_LOG_RESIDUAL,M30,60,60,3.0,0,2.0,7,0.04,0.01,1,3,145.37,0.100355,1.071381,366.49,1260.63,1414.76,1627.12,15.6960,1541.8217,185.8955,2.9392,0.0254,25,3222,1541.8217,0.011082
43,OLS_LOG_RESIDUAL,M30,60,60,2.0,0,1.0,7,0.02,0.01,1,3,564.10,0.412652,1.126742,1058.16,705.99,1578.51,1616.62,14.8169,1532.6219,80.0677,2.9392,0.0254,60,3222,1532.6219,0.374185
74,OLS_LOG_RESIDUAL,M15,60,60,2.0,0,3.0,7,0.02,0.01,1,3,388.78,0.593173,1.186721,531.99,576.31,718.90,725.37,7.1472,1541.6619,58.8432,1.2067,0.0213,87,5679,1541.6619,0.900515
12,OLS_LOG_RESIDUAL,M15,60,60,2.5,0,1.5,7,0.00,0.01,1,3,431.29,0.697878,1.154191,472.46,493.57,543.16,549.28,5.4624,1424.6706,59.0799,1.2067,0.0213,80,5679,195.7589,9.633712
104,OLS_LOG_RESIDUAL,M15,60,60,1.5,0,2.5,7,0.04,0.01,1,3,226.01,0.055442,1.033487,383.34,3620.86,3623.44,3625.55,36.2385,3026.5992,68.2278,1.2067,0.0213,77,5679,1542.5550,0.001318
75,OLS_LOG_RESIDUAL,M30,60,60,2.0,0,3.0,7,0.02,0.01,1,3,-397.49,-0.367286,0.793821,392.24,1311.44,1697.76,1703.68,16.3938,1424.5136,91.3714,2.9392,0.0254,53,3222,992.4892,-37.346271
44,OLS_LOG_RESIDUAL,M15,60,60,2.5,0,1.0,7,0.02,0.01,1,3,2042.36,0.473496,1.134913,2059.82,2343.26,3102.51,3213.62,28.5466,1424.6689,50.9194,1.2067,0.0213,89,5679,30.2028,9.477386
13,OLS_LOG_RESIDUAL,M30,60,60,2.5,0,1.5,7,0.00,0.01,1,3,152.90,0.450592,1.135247,278.74,135.11,354.51,359.25,3.5128,1531.1558,120.5992,2.9392,0.0254,39,3222,1531.1558,0.281836
105,OLS_LOG_RESIDUAL,M30,60,60,1.5,0,2.5,7,0.04,0.01,1,3,555.54,0.989232,1.199675,596.71,92.80,418.52,421.94,4.0489,1424.5825,73.9167,2.9392,0.0254,70,3222,195.9225,26.080895
76,OLS_LOG_RESIDUAL,M15,60,60,2.5,0,3.0,7,0.02,0.01,1,3,132.43,0.407521,1.123396,409.99,188.31,365.38,370.01,3.5544,2952.2183,170.8328,1.2067,0.0213,31,5679,1990.9997,0.079639
45,OLS_LOG_RESIDUAL,M30,60,60,2.5,0,1.0,7,0.02,0.01,1,3,310.98,0.297277,1.071050,792.84,115.51,885.68,888.19,8.2294,1531.1558,117.1504,2.9392,0.0254,40,3222,1531.1558,0.125117
